2.153389714658260345e-02	-5.167588125914335251e-03	-2.073671668767929077e-02	-3.986747935414314270e-03	-1.615951396524906158e-02	-2.524875849485397339e-02	6.201915442943572998e-02	1.829927600920200348e-02	-3.877986222505569458e-02	3.844022005796432495e-02	-1.759003289043903351e-02	-2.783730067312717438e-02	3.211526945233345032e-02	4.194350447505712509e-03	1.333254761993885040e-02	-6.929059512913227081e-03
8.908532559871673584e-03	-1.668297685682773590e-02	8.750713430345058441e-03	-3.413779661059379578e-02	-7.404076308012008667e-02	2.452309615910053253e-02	3.445832431316375732e-02	7.335739582777023315e-02	-2.552425675094127655e-02	3.678053990006446838e-02	-7.092846930027008057e-02	-5.917396768927574158e-02	3.183581680059432983e-02	2.418924123048782349e-02	-2.504398487508296967e-02	7.646277546882629395e-02
-6.461463123559951782e-02	3.276245668530464172e-02	-6.218249723315238953e-02	3.164901863783597946e-03	1.097624823451042175e-01	7.633720338344573975e-02	1.330950111150741577e-01	1.082506850361824036e-01	1.203092634677886963e-01	-1.105359271168708801e-01	1.841928996145725250e-02	-1.140937656164169312e-01	1.380524486303329468e-01	4.952585324645042419e-02	5.818771570920944214e-02	-8.814480155706405640e-02
2.296572737395763397e-02	4.908808320760726929e-02	-3.504383563995361328e-02	2.254727482795715332e-02	-1.587654091417789459e-02	9.795587975531816483e-04	3.698502108454704285e-02	3.694732673466205597e-03	1.896218396723270416e-02	1.683384738862514496e-02	1.027191057801246643e-03	1.555502298288047314e-03	3.184810280799865723e-02	3.329797415062785149e-03	5.018428899347782135e-03	5.875554052181541920e-04
3.485192358493804932e-02	3.308698534965515137e-02	7.467912510037422180e-03	2.345548244193196297e-03	1.486357953399419785e-02	-1.814655959606170654e-02	7.162632048130035400e-02	-2.217774651944637299e-02	-2.270261943340301514e-02	3.241792693734169006e-02	-2.778274752199649811e-02	-5.095003172755241394e-02	3.502769768238067627e-02	-3.970429673790931702e-02	-1.130591705441474915e-02	1.841162145137786865e-02
-3.985773399472236633e-02	8.718667179346084595e-02	-8.186893165111541748e-02	-4.088592529296875000e-02	1.024097204208374023e-01	-4.714301228523254395e-02	-5.740573629736900330e-02	-1.069522183388471603e-02	1.008581072092056274e-01	-1.441752761602401733e-01	-1.545190662145614624e-01	5.394981056451797485e-02	1.241846904158592224e-01	-4.221672657877206802e-03	7.280699163675308228e-02	-9.895569831132888794e-02
-1.149170100688934326e-03	-2.171926945447921753e-02	-3.783951699733734131e-02	-8.001092937774956226e-04	3.190932050347328186e-02	2.696409262716770172e-02	1.228365954011678696e-02	-2.166736498475074768e-02	3.843319416046142578e-02	8.801450603641569614e-04	7.491756230592727661e-03	-3.735360130667686462e-02	-1.043122075498104095e-02	-2.613899763673543930e-03	-3.924656659364700317e-03	5.164110660552978516e-02
1.556297987699508667e-01	6.044165790081024170e-02	-2.957906574010848999e-02	1.484039127826690674e-01	2.625529468059539795e-02	1.889347843825817108e-02	2.207276411354541779e-03	1.100618988275527954e-01	-8.999021723866462708e-03	-8.749249577522277832e-02	-2.185645699501037598e-02	-1.245757341384887695e-01	9.677530080080032349e-02	2.226849831640720367e-02	7.434840500354766846e-02	-4.175759479403495789e-02
5.287317559123039246e-02	-1.778262853622436523e-02	-4.375007934868335724e-03	4.379810020327568054e-02	7.942909374833106995e-03	1.566814631223678589e-02	4.903542995452880859e-02	-7.628405466675758362e-03	1.177882868796586990e-02	1.643838360905647278e-02	-3.937080875039100647e-02	-3.403719514608383179e-02	-1.429732982069253922e-02	1.481459825299680233e-03	-1.645932532846927643e-02	4.131829366087913513e-02
1.375683695077896118e-01	3.682843816932290792e-05	-5.814298614859580994e-02	-1.363730709999799728e-02	7.849611341953277588e-02	2.086817920207977295e-01	-8.428135514259338379e-02	1.168301329016685486e-02	5.426369234919548035e-02	-9.472203254699707031e-02	3.114195354282855988e-02	-1.207664832472801208e-01	8.829487860202789307e-02	3.004797548055648804e-02	2.902603149414062500e-02	-1.303819864988327026e-01
